Tweet,Greek_Words,Lemmatized_Tokens
Switzerland: ISIS militant posing as an asylum seeker arrested.,posing seeker,"['posing', 'seeker']"
@anarchistdonkey Τσιμπάει κι επιδοματακι ο πρόσφυγας;,Τσιμπάει επιδοματακι πρόσφυγας,"['τσιμπάω', 'επιδοματακι', 'πρόσφυγας']"
"Πολίτης από το Αφγανιστάν, γιατί είναι πρόσφυγας στην Ελλάδα. Τόσες χώρες (μουσουλμανικες) πέρασε, καμία δεν του άρεσε; το Η Ελλάδα συνορεύει με το Αφγανιστάν και από πότε; #ΝΔ_απατη",Πολίτης Αφγανιστάν είναι πρόσφυγας Ελλάδα χώρες μουσουλμανικες πέρασε δεν άρεσε Η Ελλάδα συνορεύει Αφγανιστάν από ΝΔαπατη,"['πολίτης', 'αφγανιστάν', 'είναι', 'πρόσφυγας', 'Ελλάδα', 'χώρα', 'μουσουλμανικα', 'περνώ', 'δεν', 'άρεσε', 'η', 'Ελλάδα', 'συνορεύω', 'αφγανιστάν', 'από', 'νδαπατη']"
Γ. Ψυχογιός: Στην Κορινθία φαίνεται η ανυπαρξία πολιτικής της Ν.Δ. σε προσφυγικό - μεταναστευτικό,Ψυχογιός Κορινθία φαίνεται ανυπαρξία πολιτικής προσφυγικό μεταναστευτικό,"['ψυχογιός', 'Κορινθία', 'φαίνεται', 'ανυπαρξίος', 'πολιτικός', 'προσφυγικό', 'μεταναστευτικό']"
Μεταναστευτικό και παγκοσμιοποίηση – Η αποκόλληση των ελίτ από την κοινωνία,Μεταναστευτικό παγκοσμιοποίηση αποκόλληση ελίτ την κοινωνία,"['μεταναστευτικό', 'παγκοσμιοποίηση', 'αποκόλληση', 'ελίτ', 'την', 'κοινωνία']"
VV7NnbA7E,7,['7']
Σταδιακά συντελείται η  πλήρη πασοκοποίηση του #ΣΥΡΙΖΑ ... άραγε θα έχει και το ιστορικό τέλος του ΠΑΣΟΚ;; Άνθρωποι χωρίς ιδεολογία που μετακινούνται ανάλογα με την ανάγκη να παραμείνουν «μέσα στα πράγματα» #μεταναστευτικο #Documento #Τσιπρας,Σταδιακά συντελείται πλήρη πασοκοποίηση ΣΥΡΙΖΑ και ιστορικό τέλος ΠΑΣΟΚ Άνθρωποι ιδεολογία μετακινούνται ανάλογα την ανάγκη παραμείνουν «μέσα πράγματα» μεταναστευτικο Τσιπρας,"['σταδιακά', 'συντελείται', 'πλήρη', 'πασοκοποίηση', 'συριζας', 'και', 'ιστορικό', 'τέλος', 'πασοκ', 'Άνθρωποι', 'ιδεολογίο', 'μετακινούνται', 'ανάλογα', 'την', 'ανάγκη', 'παραμείνω', '«', 'μέσα', 'πράγματο', '»', 'μεταναστευτικο', 'Τσιπρας']"
"Σήμερα Κυριακή στις 12:00 μιλάω στον ΑΡΤ FM στους 90,6 MHz για μεταναστευτικό και ελληνοτουρκικά. Μπορείτε να ακούσετε διαδικτυακά εδώ",Σήμερα Κυριακή 1200 μιλάω ΑΡΤ 906 μεταναστευτικό ελληνοτουρκικά Μπορείτε ακούσετε διαδικτυακά,"['σήμερα', 'κυριακός', '1200', 'μιλάω', 'αρτ', '906', 'μεταναστευτικό', 'ελληνοτουρκικά', 'μπορείτε', 'ακούσω', 'διαδικτυακά']"
Κουμουτσάκος για μεταναστευτικό:  Η κυβέρνηση είναι σε στενή επικοινωνία με τους περιφερειάρχες και τους δημάρχους -,Κουμουτσάκος μεταναστευτικό κυβέρνηση στενή επικοινωνία τους περιφερειάρχες τους δημάρχους,"['κουμουτσάκο', 'μεταναστευτικό', 'κυβέρνηση', 'στενή', 'επικοινωνία', 'τους', 'περιφερειάρχα', 'τους', 'δημάρχου']"
Κλαίμε από τα γέλια. Προειδοποίηση Γεωργιάδη κατά του ακροδεξιού λαϊκισμού στο μεταναστευτικό,Κλαίμε γέλια Προειδοποίηση Γεωργιάδη του ακροδεξιού λαϊκισμού μεταναστευτικό,"['κλαίμε', 'γέλιος', 'προειδοποίηση', 'γεωργιάδη', 'του', 'ακροδεξιός', 'λαϊκισμός', 'μεταναστευτικό']"
Μεταναστευτικό και παγκοσμιοποίηση - Η αποκόλληση των ελίτ από την κοινωνία,Μεταναστευτικό παγκοσμιοποίηση αποκόλληση ελίτ την κοινωνία,"['μεταναστευτικό', 'παγκοσμιοποίηση', 'αποκόλληση', 'ελίτ', 'την', 'κοινωνία']"
Ταγιάνι: Ολέθριο λάθος να αφήσουμε μόνη την Ελλάδα στο μεταναστευτικό,Ταγιάνι Ολέθριο λάθος αφήσουμε την Ελλάδα μεταναστευτικό,"['ταγιάνι', 'ολέθριος', 'λάθος', 'αφήσω', 'την', 'Ελλάδα', 'μεταναστευτικό']"
Επιχειρήματα ΝΔκρατών για το χάλι στο #μεταναστευτικό.,Επιχειρήματα ΝΔκρατών χάλι μεταναστευτικό,"['επιχειρήματας', 'νδκρατής', 'χάλι', 'μεταναστευτικό']"
Αν δε σας αρέσει ψηφίστε σύριζα,αρέσει ψηφίστε σύριζα,"['αρέσω', 'ψηφίστε', 'σύριζος']"
Οι λύσεις που προτείνετε δεν είναι πρακτικές/ ρεαλιστικές,λύσεις προτείνετε είναι πρακτικές ρεαλιστικές,"['λύσει', 'προτείνω', 'είναι', 'πρακτικός', 'ρεαλιστικέ']"
Η σύλληψη απαγορεύεται από το νόμο (που εμείς ψηφίσαμε),σύλληψη απαγορεύεται νόμο εμείς ψηφίσαμε,"['σύλληψη', 'απαγορεύεται', 'νόμο', 'εμείς', 'ψηφίσαμε']"
"Ο ΜΕΝ ΑΝΕΒΗΚΕ ΚΡΙΚΟΥΣ ΜΕ ΑΙΧΜΗ ΣΚΙΣΙΜΑΤΑ ΜΝΗΜΟΝΙΩΝ Κ ΕΞΟΔΟ ΑΠΟ ΕΕ Κ ΕΚΤΕΛΕΣΕ ΣΤΟ ΤΕΛΟΣ ΕΝΑ ΔΙΠΛΟ ΠΕΡΙΣΤΡΟΦΙΚΟ Κ Ο ΑΛΛΟΣ ΑΝΕΒΗΚΕ ΔΟΚΟ ΜΕ ΜΕΤΑΝΑΣΤΕΥΤΙΚΟ, ΦΥΛΑΞΗ ΣΥΝΟΡΩΝ, ΕΘΝΙΚΗ ΠΟΛΙΤΙΚΗ Κ ΒΓΑΙΝΕΙ ΕΞΟΔΟ ΜΕ ΔΙΠΛΗ ΠΛΑΓΙΟΣΥΣΠΕΙΡΩΣΗ ΗΜΙΣΤΡΟΦΗ  ΜΕ ΤΕΛΕΙΑ ΠΡΟΣΓΕΙΩΣΗ.ΟΛΟΙ ΕΝΘΟΥΣΙΑΣΜΕΝΟΙ",ΜΕΝ ΑΝΕΒΗΚΕ ΚΡΙΚΟΥΣ ΑΙΧΜΗ ΣΚΙΣΙΜΑΤΑ ΜΝΗΜΟΝΙΩΝ ΕΞΟΔΟ ΑΠΟ ΕΚΤΕΛΕΣΕ ΤΕΛΟΣ ΕΝΑ ΔΙΠΛΟ ΠΕΡΙΣΤΡΟΦΙΚΟ ΑΛΛΟΣ ΑΝΕΒΗΚΕ ΔΟΚΟ ΜΕΤΑΝΑΣΤΕΥΤΙΚΟ ΦΥΛΑΞΗ ΣΥΝΟΡΩΝ ΕΘΝΙΚΗ ΠΟΛΙΤΙΚΗ Κ ΒΓΑΙΝΕΙ ΕΞΟΔΟ ΔΙΠΛΗ ΠΛΑΓΙΟΣΥΣΠΕΙΡΩΣΗ ΗΜΙΣΤΡΟΦΗ ΤΕΛΕΙΑ ΠΡΟΣΓΕΙΩΣΗΟΛΟΙ ΕΝΘΟΥΣΙΑΣΜΕΝΟΙ,"['μεν', 'ανεβηκε', 'κρικου', 'αιχμη', 'σκισιματα', 'μνημονια', 'εξοδο', 'απο', 'εκτελεσε', 'τελο', 'ενο', 'διπλο', 'περιστροφικο', 'αλλος', 'ανεβηκε', 'δοκο', 'μεταναστευτικο', 'φυλαξη', 'συνορα', 'εθνικη', 'πολιτικη', 'κ', 'βγαινει', 'εξοδο', 'διπλη', 'πλαγιοσυσπειρωση', 'ημιστροφη', 'τελειας', 'προσγειωσηολοι', 'ενθουσιασμενοι']"
Πλακιωτάκης για το Μεταναστευτικό: Έχουμε παράνομη εισβολή στην Ελλάδα,Πλακιωτάκης Μεταναστευτικό παράνομη εισβολή Ελλάδα,"['πλακιωτάκη', 'μεταναστευτικό', 'παράνομη', 'εισβολή', 'Ελλάδα']"
Ευτυχώς που καταλάβατε τι λέει εδώ και καιρό η @ellinikilisi Να δούμε τι θα κανετε,που καταλάβατε λέει και καιρό δούμε κανετε,"['που', 'καταλάβατε', 'λέω', 'και', 'καιρό', 'δούμε', 'κανω']"
"Μετά την ""προειδοποίηση του Αδώνιδος Γεωργιάδη κατά του ακροδεξιού λαϊκισμού στο μεταναστευτικό"" αναμένουμε δηλώσεις κατανόησης για τα ""αδέλφια μας τους Έλληνες Τρομοκράτες""...",την προειδοποίηση Αδώνιδος Γεωργιάδη του ακροδεξιού λαϊκισμού μεταναστευτικό αναμένουμε δηλώσεις κατανόησης αδέλφια τους Έλληνες Τρομοκράτες,"['την', 'προειδοποίηση', 'αδώνιδος', 'γεωργιάδη', 'του', 'ακροδεξιός', 'λαϊκισμός', 'μεταναστευτικό', 'αναμένω', 'δηλώσει', 'κατανόηση', 'αδέλφι', 'τους', 'Έλληνες', 'τρομοκράτα']"
[Η Ναυτεμπορική]: Γ. Κουμουτσάκος: Απαιτούμε μεγαλύτερη στήριξη από την Ευρώπη στο μεταναστευτικό,Ναυτεμπορική Κουμουτσάκος Απαιτούμε μεγαλύτερη στήριξη την Ευρώπη μεταναστευτικό,"['ναυτεμπορικός', 'κουμουτσάκο', 'απαιτούμε', 'μεγαλός', 'στήριξη', 'την', 'Ευρώπη', 'μεταναστευτικό']"
"Καταργεις τα επιδόματα και όλες τις παροχές, καταργείς τις ΜΚΟ, αποκλειστικά υπεύθυνος πλέον για το μεταναστευτικο να είναι το κράτος, ΚΛΕΙΣΤΆ κέντρα κράτησης, άμεση απέλαση σε όλους αυτούς που δεν θυμούνται από που ήρθαν και πως τους λένε!",Καταργεις επιδόματα όλες παροχές καταργείς ΜΚΟ αποκλειστικά υπεύθυνος για μεταναστευτικο είναι κράτος ΚΛΕΙΣΤΆ κέντρα κράτησης άμεση απέλαση όλους που θυμούνται που ήρθαν πως λένε,"['καταργει', 'επιδόματας', 'όλες', 'παροχή', 'καταργείς', 'μκο', 'αποκλειστικά', 'υπεύθυνο', 'για', 'μεταναστευτικο', 'είναι', 'κράτος', 'κλειστά', 'κέντρο', 'κράτησης', 'άμεση', 'απέλαση', 'όλους', 'που', 'θυμούνται', 'που', 'ήρθαν', 'πως', 'λένε']"
